studentId,firstName,lastName,email,phone,dateOfBirth,gender,department,program,year,semester,division,batch,rollNumber,admissionDate,academicYear,guardianName,guardianPhone,guardianEmail,street,city,state,zipCode,country,
STU_AID_032,Sindhu,S,sindhu.s87@student.kongu.ac.in,7624088430,2004-02-26,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD032,2023-08-01,2023-2024,Murali A,7397261640,murali.a@gmail.com,"168, Cross Street",Coimbatore,Tamil Nadu,606764,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_033,Ramya,B,ramya.b45@student.kongu.ac.in,6787320594,2004-09-26,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD033,2023-08-01,2023-2024,Rahul R,8155596398,rahul.r@gmail.com,"77, Cross Street",Madurai,Tamil Nadu,616011,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_034,Revathi,Mani,revathi.mani84@student.kongu.ac.in,7565860538,2004-12-04,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD034,2023-08-01,2023-2024,Vishnu A,6953743874,vishnu.a@gmail.com,"108, Cross Street",Salem,Tamil Nadu,638099,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_035,Karthik,Singh,karthik.singh23@student.kongu.ac.in,7534858424,2004-09-04,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD035,2023-08-01,2023-2024,Vishnu Sharma,8625111266,vishnu.sharma@gmail.com,"77, Cross Street",Coimbatore,Tamil Nadu,613979,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_036,Vijay,K,vijay.k78@student.kongu.ac.in,7879512807,2005-05-28,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD036,2023-08-01,2023-2024,Balaji Vel,9664688579,balaji.vel@gmail.com,"60, Cross Street",Coimbatore,Tamil Nadu,637559,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_037,Revathi,M,revathi.m78@student.kongu.ac.in,6285721505,2004-09-26,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD037,2023-08-01,2023-2024,Vikram P,9739995436,vikram.p@gmail.com,"159, Cross Street",Tiruppur,Tamil Nadu,600532,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_038,Naveen,Sekar,naveen.sekar90@student.kongu.ac.in,9711525898,2004-03-04,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD038,2023-08-01,2023-2024,Karthik R,6363255317,karthik.r@gmail.com,"99, Cross Street",Vellore,Tamil Nadu,605493,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_039,Logeshwari,Selvan,logeshwari.selvan53@student.kongu.ac.in,8781113289,2004-02-23,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD039,2023-08-01,2023-2024,Naveen B,9311328156,naveen.b@gmail.com,"129, Cross Street",Erode,Tamil Nadu,628539,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_040,Ramesh,S,ramesh.s91@student.kongu.ac.in,8119761013,2005-12-21,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD040,2023-08-01,2023-2024,Dinesh Kumar,8765616722,dinesh.kumar@gmail.com,"193, Cross Street",Erode,Tamil Nadu,634459,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_041,Deepika,T,deepika.t68@student.kongu.ac.in,8165889909,2004-10-21,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD041,2023-08-01,2023-2024,Rohan Mani,7107711194,rohan.mani@gmail.com,"199, Cross Street",Coimbatore,Tamil Nadu,636682,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_042,Meera,K,meera.k27@student.kongu.ac.in,9197739807,2005-01-20,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD042,2023-08-01,2023-2024,Naveen Raj,6939951736,naveen.raj@gmail.com,"170, Cross Street",Coimbatore,Tamil Nadu,613502,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_043,Sanjay,Reddy,sanjay.reddy62@student.kongu.ac.in,7310191949,2004-08-11,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD043,2023-08-01,2023-2024,Senthil P,6708931108,senthil.p@gmail.com,"25, Cross Street",Coimbatore,Tamil Nadu,627776,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_044,Ramesh,G,ramesh.g38@student.kongu.ac.in,7342047819,2004-05-16,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD044,2023-08-01,2023-2024,Arjun Moorthy,7160435933,arjun.moorthy@gmail.com,"52, Cross Street",Chennai,Tamil Nadu,634657,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_045,Hari,J,hari.j52@student.kongu.ac.in,9328046685,2005-04-15,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD045,2023-08-01,2023-2024,Hari V,6523440862,hari.v@gmail.com,"58, Cross Street",Salem,Tamil Nadu,628003,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_046,Ajay,Patel,ajay.patel70@student.kongu.ac.in,8748047280,2005-11-16,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD046,2023-08-01,2023-2024,Ajay Mani,9883220776,ajay.mani@gmail.com,"51, Cross Street",Salem,Tamil Nadu,617575,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_047,Sindhu,Reddy,sindhu.reddy41@student.kongu.ac.in,8116642702,2005-07-07,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD047,2023-08-01,2023-2024,Ajay M,8452214332,ajay.m@gmail.com,"147, Cross Street",Kanchipuram,Tamil Nadu,610136,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_048,Amrita,K,amrita.k98@student.kongu.ac.in,8853470144,2005-10-23,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD048,2023-08-01,2023-2024,Prakash Mani,9990931562,prakash.mani@gmail.com,"44, Cross Street",Chennai,Tamil Nadu,625151,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_049,Balaji,K,balaji.k89@student.kongu.ac.in,6288639149,2004-07-03,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD049,2023-08-01,2023-2024,Naveen Sekar,6309025097,naveen.sekar@gmail.com,"74, Cross Street",Kanchipuram,Tamil Nadu,600680,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_050,Ishwarya,Mani,ishwarya.mani31@student.kongu.ac.in,6394078903,2004-01-29,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD050,2023-08-01,2023-2024,Vishnu Vel,6121889474,vishnu.vel@gmail.com,"193, Cross Street",Kanchipuram,Tamil Nadu,622114,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_051,Sai,M,sai.m64@student.kongu.ac.in,7964641848,2004-08-23,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD051,2023-08-01,2023-2024,Pranav M,6423785030,pranav.m@gmail.com,"177, Cross Street",Thanjavur,Tamil Nadu,603757,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_052,Swetha,P,swetha.p24@student.kongu.ac.in,6958556797,2005-08-06,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD052,2023-08-01,2023-2024,Murali Raj,7729307511,murali.raj@gmail.com,"164, Cross Street",Thanjavur,Tamil Nadu,614787,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_053,Manikandan,Selvan,manikandan.selvan64@student.kongu.ac.in,9470091675,2004-09-25,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD053,2023-08-01,2023-2024,Suresh S,9139289810,suresh.s@gmail.com,"25, Cross Street",Trichy,Tamil Nadu,613804,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_054,Pranav,Reddy,pranav.reddy63@student.kongu.ac.in,7309142883,2004-01-29,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD054,2023-08-01,2023-2024,Vijay N,8408272404,vijay.n@gmail.com,"49, Cross Street",Salem,Tamil Nadu,620754,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_055,Ganesh,K,ganesh.k20@student.kongu.ac.in,6658067153,2005-10-19,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD055,2023-08-01,2023-2024,Manikandan Iyer,7113446969,manikandan.iyer@gmail.com,"66, Cross Street",Vellore,Tamil Nadu,608943,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_056,Manikandan,R,manikandan.r50@student.kongu.ac.in,6546741633,2004-10-31,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD056,2023-08-01,2023-2024,Naveen Balan,7429610468,naveen.balan@gmail.com,"195, Cross Street",Kanchipuram,Tamil Nadu,630871,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_057,Prabhu,Sekar,prabhu.sekar36@student.kongu.ac.in,7623276253,2005-10-08,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD057,2023-08-01,2023-2024,Rohan Nair,7928819479,rohan.nair@gmail.com,"68, Cross Street",Erode,Tamil Nadu,631814,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_058,Pranav,Selvan,pranav.selvan48@student.kongu.ac.in,6923443994,2004-08-22,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD058,2023-08-01,2023-2024,Vijay Iyer,6533566063,vijay.iyer@gmail.com,"156, Cross Street",Salem,Tamil Nadu,621289,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_059,Karthik,B,karthik.b96@student.kongu.ac.in,6568423450,2004-04-30,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD059,2023-08-01,2023-2024,Aditya Balan,7342114599,aditya.balan@gmail.com,"116, Cross Street",Vellore,Tamil Nadu,612321,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_060,Gayathri,N,gayathri.n51@student.kongu.ac.in,7944714386,2004-08-06,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,A,B2,23AD060,2023-08-01,2023-2024,Mohan Sharma,9395796309,mohan.sharma@gmail.com,"111, Cross Street",Coimbatore,Tamil Nadu,608295,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_061,Priya,P,priya.p68@student.kongu.ac.in,8540939868,2004-09-15,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD061,2023-08-01,2023-2024,Rohan Patel,6921905279,rohan.patel@gmail.com,"165, Cross Street",Madurai,Tamil Nadu,600833,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_062,Rahul,Nathan,rahul.nathan27@student.kongu.ac.in,8226714215,2005-04-30,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD062,2023-08-01,2023-2024,Akash K,6622681348,akash.k@gmail.com,"27, Cross Street",Chennai,Tamil Nadu,621556,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_063,Sandhya,R,sandhya.r99@student.kongu.ac.in,9164479615,2004-09-19,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD063,2023-08-01,2023-2024,Ramesh J,6111622998,ramesh.j@gmail.com,"5, Cross Street",Tiruppur,Tamil Nadu,639273,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_064,Ramesh,Iyer,ramesh.iyer37@student.kongu.ac.in,7345892493,2005-08-30,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD064,2023-08-01,2023-2024,Hari M,6647371987,hari.m@gmail.com,"36, Cross Street",Kanchipuram,Tamil Nadu,603139,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_065,Ananya,Kumar,ananya.kumar19@student.kongu.ac.in,7616168647,2005-07-20,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD065,2023-08-01,2023-2024,Arjun Moorthy,8595945487,arjun.moorthy@gmail.com,"168, Cross Street",Vellore,Tamil Nadu,630655,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_066,Sindhu,R,sindhu.r90@student.kongu.ac.in,8940825651,2005-03-30,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD066,2023-08-01,2023-2024,Prabhu A,7949607232,prabhu.a@gmail.com,"183, Cross Street",Trichy,Tamil Nadu,624651,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_067,Sowmya,Reddy,sowmya.reddy40@student.kongu.ac.in,6537547254,2005-03-29,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD067,2023-08-01,2023-2024,Prabhu K,8923062933,prabhu.k@gmail.com,"8, Cross Street",Vellore,Tamil Nadu,606089,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_068,Hari,Das,hari.das26@student.kongu.ac.in,6326950354,2004-12-16,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD068,2023-08-01,2023-2024,Akash Iyer,6832171603,akash.iyer@gmail.com,"59, Cross Street",Tiruppur,Tamil Nadu,624439,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_069,Ganesh,G,ganesh.g43@student.kongu.ac.in,7607124905,2004-06-10,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD069,2023-08-01,2023-2024,Prabhu G,8702504335,prabhu.g@gmail.com,"90, Cross Street",Erode,Tamil Nadu,603662,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_070,Ajay,Gupta,ajay.gupta12@student.kongu.ac.in,8857757138,2005-07-02,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD070,2023-08-01,2023-2024,Ajay S,7938904715,ajay.s@gmail.com,"85, Cross Street",Madurai,Tamil Nadu,627176,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_071,Prakash,Sharma,prakash.sharma57@student.kongu.ac.in,6724930191,2004-11-12,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD071,2023-08-01,2023-2024,Balaji Sharma,6576727659,balaji.sharma@gmail.com,"169, Cross Street",Salem,Tamil Nadu,625401,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_072,Akash,Raj,akash.raj86@student.kongu.ac.in,9517683296,2004-10-31,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD072,2023-08-01,2023-2024,Rahul Moorthy,9332948357,rahul.moorthy@gmail.com,"56, Cross Street",Kanchipuram,Tamil Nadu,612238,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_073,Mohan,G,mohan.g30@student.kongu.ac.in,8303660071,2004-03-05,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD073,2023-08-01,2023-2024,Suresh P,6210006534,suresh.p@gmail.com,"22, Cross Street",Vellore,Tamil Nadu,603034,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_074,Nithya,T,nithya.t67@student.kongu.ac.in,8607718811,2005-02-05,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD074,2023-08-01,2023-2024,Deepak R,6805251381,deepak.r@gmail.com,"54, Cross Street",Salem,Tamil Nadu,623805,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_075,Deepak,Pillai,deepak.pillai49@student.kongu.ac.in,9156896817,2004-04-09,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD075,2023-08-01,2023-2024,Sanjay Vel,7125211340,sanjay.vel@gmail.com,"59, Cross Street",Coimbatore,Tamil Nadu,623692,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_076,Pranav,Vel,pranav.vel58@student.kongu.ac.in,7417318799,2004-12-09,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD076,2023-08-01,2023-2024,Akash Raj,6245905095,akash.raj@gmail.com,"27, Cross Street",Trichy,Tamil Nadu,619695,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_077,Vijay,T,vijay.t51@student.kongu.ac.in,9594868935,2004-01-06,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD077,2023-08-01,2023-2024,Venkatesh B,6747608955,venkatesh.b@gmail.com,"70, Cross Street",Chennai,Tamil Nadu,603412,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_078,Sowmya,A,sowmya.a11@student.kongu.ac.in,6593452540,2005-09-11,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD078,2023-08-01,2023-2024,Ganesh Kumar,7147477796,ganesh.kumar@gmail.com,"138, Cross Street",Kanchipuram,Tamil Nadu,613700,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_079,Janani,Sharma,janani.sharma12@student.kongu.ac.in,9193587814,2005-01-09,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD079,2023-08-01,2023-2024,Prakash Balan,9214914894,prakash.balan@gmail.com,"125, Cross Street",Erode,Tamil Nadu,613834,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_080,Vikram,Kumar,vikram.kumar70@student.kongu.ac.in,8324854477,2005-08-11,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD080,2023-08-01,2023-2024,Senthil Moorthy,6499550524,senthil.moorthy@gmail.com,"143, Cross Street",Chennai,Tamil Nadu,624500,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_081,Mohan,Selvan,mohan.selvan11@student.kongu.ac.in,8111640320,2004-06-16,Male,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD081,2023-08-01,2023-2024,Mohan Sharma,6167920009,mohan.sharma@gmail.com,"174, Cross Street",Vellore,Tamil Nadu,623614,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
STU_AID_082,Kavya,Vel,kavya.vel91@student.kongu.ac.in,7646292003,2004-11-05,Female,Artificial Intelligence and Data Science,B.Tech.,1,1,B,B1,23AD082,2023-08-01,2023-2024,Prabhu Sharma,8642055157,prabhu.sharma@gmail.com,"41, Cross Street",Chennai,Tamil Nadu,603643,India,"""Communication Skills I,Matrices and Ordinary Differential Equations,Foundations of Information Technology,Chemistry for Computer Systems,C Programming,Basics of Electrical and Electronics Engineering,Chemistry Laboratory for Computer Systems,Open Source and Web Designing Laboratory,Student Induction Program"""
